match_number,team1,team2,match_date,toss_winner,toss_decision,result,eliminator,winner,player_of_match,venue,city,team1_players,team2_players,match_type,gender,event_name
1140069,Pakistan,West Indies,2018-04-01,West Indies,field,Win,NA,Pakistan,Hussain Talat,National Stadium,Karachi,"Fakhar Zaman, Babar Azam, Hussain Talat, Sarfraz Ahmed, Shoaib Malik, Asif Ali, Faheem Ashraf, Mohammad Nawaz (3), Shadab Khan, Mohammad Amir, Hasan Ali","CAK Walton, ADS Fletcher, MN Samuels, JN Mohammed, D Ramdin, R Powell, KMA Paul, RR Emrit, KOK Williams, S Badree, V Permaul",T20,male,West Indies tour of Pakistan
848839,South Africa,New Zealand,2015-08-14,South Africa,field,Win,NA,South Africa,AM Phangiso,Kingsmead,Durban,"MN van Wyk, HM Amla, AB de Villiers, RR Rossouw, DA Miller, F Behardien, D Wiese, AM Phangiso, KJ Abbott, K Rabada, M Morkel","MJ Guptill, KS Williamson, GH Worker, C Munro, GD Elliott, L Ronchi, TWM Latham, NL McCullum, DAJ Bracewell, AF Milne, MJ McClenaghan",T20,male,New Zealand in South Africa T20I Series
1278690,India,South Africa,2022-06-17,South Africa,field,Win,NA,India,KD Karthik,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,"RD Gaikwad, Ishan Kishan, SS Iyer, RR Pant, HH Pandya, KD Karthik, AR Patel, HV Patel, B Kumar, Avesh Khan, YS Chahal","Q de Kock, T Bavuma, D Pretorius, HE van der Dussen, H Klaasen, DA Miller, M Jansen, KA Maharaj, A Nortje, L Ngidi, T Shamsi",T20,male,South Africa tour of India
1198491,Pakistan,Sri Lanka,2019-10-09,Sri Lanka,bat,Win,NA,Sri Lanka,PWH de Silva,Gaddafi Stadium,Lahore,"Fakhar Zaman, Babar Azam, Haris Sohail, Sarfraz Ahmed, Imad Wasim, Asif Ali, Iftikhar Ahmed, Wahab Riaz, Shadab Khan, Mohammad Amir, Usman Shinwari","MD Gunathilaka, S Samarawickrama, PBB Rajapaksa, AK Perera, BOP Fernando, MD Shanaka, LD Madushanka, PWH de Silva, PADLR Sandakan, CBRLS Kumara, CAK Rajitha",T20,male,Sri Lanka tour of Pakistan
1446761,Canada,Netherlands,2024-08-23,Canada,bat,Win,NA,Netherlands,,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,"A Johnson, DS Bajwa, R Pathan, NR Kirton, S Movva, H Thaker, Ravinderpal Singh, Kaleem Sana, Saad Bin Zafar, JOA Gordon, D Heyliger","M Levitt, MP O'Dowd, Vikramjit Singh, SA Edwards, ZB Lion-Cachet, R Klein, Saqib Zulfiqar, K Klein, DT Doram, PA van Meekeren, VJ Kingma",T20,male,Netherlands Tri-Nation T20I Series
412682,India,South Africa,2010-05-02,South Africa,field,Win,NA,India,SK Raina,"Beausejour Stadium, Gros Islet",St Lucia,"KD Karthik, M Vijay, SK Raina, Yuvraj Singh, YK Pathan, MS Dhoni, Harbhajan Singh, RA Jadeja, PP Chawla, P Kumar, A Nehra","JH Kallis, LE Bosman, GC Smith, AB de Villiers, JA Morkel, MV Boucher, JP Duminy, RE van der Merwe, RK Kleinveldt, DW Steyn, M Morkel",T20,male,ICC World Twenty20
439497,Canada,Netherlands,2010-02-09,Canada,bat,Win,NA,Netherlands,B Zuiderent,Dubai International Cricket Stadium,,"Rizwan Cheema, JM Davison, H Patel, GEF Barnett, A Bagai, IS Billcliff, S Dhaniram, U Bhatti, Khurram Chohan, HS Baidwan, Usman Limbada","AN Kervezee, ES Szwarczynski, B Zuiderent, PW Borren, RN ten Doeschate, DLS van Bunge, Mudassar Bukhari, AF Buurman, TN de Grooth, E Schiferli, PM Seelaar",T20,male,ICC World Twenty20 Qualifier
1433374,West Indies,England,2024-11-10,England,field,Win,NA,England,JC Buttler,"Kensington Oval, Bridgetown, Barbados",Bridgetown,"BA King, E Lewis, N Pooran, RL Chase, R Powell, SE Rutherford, R Shepherd, G Motie, MW Forde, T Hinds, AJ Hosein","PD Salt, WG Jacks, JC Buttler, LS Livingstone, JG Bethell, SM Curran, DR Mousley, J Overton, JC Archer, AU Rashid, S Mahmood",T20,male,England tour of West Indies
1373582,England,West Indies,2023-12-19,West Indies,field,Win,NA,England,PD Salt,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,"PD Salt, JC Buttler, WG Jacks, LS Livingstone, HC Brook, MM Ali, SM Curran, CR Woakes, Rehan Ahmed, AU Rashid, RJW Topley","BA King, KR Mayers, N Pooran, SD Hope, SE Rutherford, R Powell, AD Russell, JO Holder, AJ Hosein, MW Forde, G Motie",T20,male,England tour of West Indies
1449302,India,South Africa,2024-11-10,South Africa,field,Win,NA,South Africa,T Stubbs,"St George's Park, Gqeberha",Gqeberha,"SV Samson, Abhishek Sharma, SA Yadav, Tilak Varma, AR Patel, HH Pandya, RK Singh, Arshdeep Singh, Ravi Bishnoi, Avesh Khan, CV Varun","RD Rickelton, RR Hendricks, AK Markram, T Stubbs, M Jansen, H Klaasen, DA Miller, A Simelane, G Coetzee, KA Maharaj, N Peter",T20,male,India tour of South Africa
1307293,Sri Lanka,Australia,2022-06-07,Australia,field,Win,NA,Australia,JR Hazlewood,"R Premadasa Stadium, Colombo",Colombo,"P Nissanka, MD Gunathilaka, KIC Asalanka, BKG Mendis, PBB Rajapaksa, MD Shanaka, PWH de Silva, C Karunaratne, PVD Chameera, M Theekshana, N Thushara","AJ Finch, DA Warner, MR Marsh, GJ Maxwell, SPD Smith, MP Stoinis, MS Wade, AC Agar, MA Starc, KW Richardson, JR Hazlewood",T20,male,Australia tour of Sri Lanka
702141,West Indies,Ireland,2014-02-19,West Indies,bat,Win,NA,Ireland,EC Joyce,"Sabina Park, Kingston",Jamaica,"DR Smith, CH Gayle, MN Samuels, LMP Simmons, DJ Bravo, AD Russell, DJG Sammy, D Ramdin, SP Narine, S Badree, R Rampaul","WTS Porterfield, PR Stirling, EC Joyce, GC Wilson, AD Poynter, KJ O'Brien, MC Sorensen, SR Thompson, AR Cusack, TJ Murtagh, GH Dockrell",T20,male,Ireland in West Indies T20I Series
754721,Australia,South Africa,2014-11-09,Australia,field,Win,NA,Australia,CL White,Stadium Australia,Sydney,"BR Dunk, AJ Finch, SR Watson, NJ Maddinson, GJ Maxwell, CL White, JP Faulkner, PJ Cummins, SA Abbott, CJ Boyce, DE Bollinger","Q de Kock, RR Hendricks, RR Rossouw, DA Miller, F Behardien, JP Duminy, D Wiese, RJ Peterson, WD Parnell, KJ Abbott, M de Lange",T20,male,South Africa in Australia T20I Series
1439903,India,England,2025-02-02,England,field,Win,NA,India,Abhishek Sharma,"Wankhede Stadium, Mumbai",Mumbai,"SV Samson, Abhishek Sharma, Tilak Varma, SA Yadav, S Dube, HH Pandya, RK Singh, AR Patel, Mohammed Shami, Ravi Bishnoi, CV Varun","PD Salt, BM Duckett, JC Buttler, HC Brook, LS Livingstone, JG Bethell, BA Carse, J Overton, JC Archer, AU Rashid, MA Wood",T20,male,England tour of India
1310940,Namibia,Zimbabwe,2022-05-21,Namibia,bat,Win,NA,Zimbabwe,,"Queens Sports Club, Bulawayo",Bulawayo,"CG Williams, D la Cock, JN Loftie-Eaton, MG Erasmus, ZE Green, D Wiese, R Trumpelmann, JN Frylinck, HN Ya France, BM Scholtz, T Lungameni","W Madhevere, I Kaia, CR Ervine, RW Chakabva, Sikandar Raza, LM Jongwe, T Munyonga, B Evans, B Mavuta, DT Tiripano, TL Chatara",T20,male,Namibia tour of Zimbabwe
1140993,India,Ireland,2018-06-29,Ireland,field,Win,NA,India,KL Rahul,"The Village, Malahide",Dublin,"KL Rahul, V Kohli, SK Raina, RG Sharma, MK Pandey, HH Pandya, KD Karthik, Kuldeep Yadav, S Kaul, UT Yadav, YS Chahal","PR Stirling, JNK Shannon, WTS Porterfield, A Balbirnie, GC Wilson, KJ O'Brien, Simi Singh, SR Thompson, GH Dockrell, WB Rankin, PKD Chase",T20,male,India tour of Ireland and England
1271632,Sri Lanka,South Africa,2021-09-14,Sri Lanka,bat,Win,NA,South Africa,Q de Kock,"R Premadasa Stadium, Colombo",Colombo,"MDKJ Perera, WIA Fernando, DM de Silva, PBB Rajapaksa, PHKD Mendis, MD Shanaka, PWH de Silva, LD Madushanka, C Karunaratne, PVD Chameera, M Theekshana","RR Hendricks, Q de Kock, AK Markram, HE van der Dussen, H Klaasen, D Pretorius, PWA Mulder, KA Maharaj, K Rabada, BC Fortuin, T Shamsi",T20,male,South Africa tour of Sri Lanka
1251953,South Africa,Ireland,2021-07-19,Ireland,field,Win,NA,South Africa,T Shamsi,"The Village, Malahide, Dublin",Dublin,"T Bavuma, Q de Kock, JN Malan, AK Markram, HE van der Dussen, DA Miller, GF Linde, K Rabada, LB Williams, L Ngidi, T Shamsi","PR Stirling, KJ O'Brien, A Balbirnie, GH Dockrell, HT Tector, Simi Singh, L Tucker, SC Getkate, MR Adair, BJ McCarthy, J Little",T20,male,South Africa tour of Ireland
1415704,Sri Lanka,South Africa,2024-06-03,Sri Lanka,bat,Win,NA,South Africa,A Nortje,"Nassau County International Cricket Stadium, New York",New York,"P Nissanka, BKG Mendis, PHKD Mendis, PWH de Silva, S Samarawickrama, KIC Asalanka, AD Mathews, MD Shanaka, M Theekshana, M Pathirana, N Thushara","Q de Kock, RR Hendricks, AK Markram, T Stubbs, H Klaasen, DA Miller, M Jansen, KA Maharaj, K Rabada, A Nortje, OEG Baartman",T20,male,ICC Men's T20 World Cup
1355721,Bangladesh,Ireland,2023-03-29,Ireland,field,Win,NA,Bangladesh,Shakib Al Hasan,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,"Liton Das, Rony Talukdar, Shakib Al Hasan, Towhid Hridoy, Nazmul Hossain Shanto, Shamim Hossain, Mehedi Hasan Miraz, Nasum Ahmed, Taskin Ahmed, Mustafizur Rahman, Hasan Mahmud","PR Stirling, GR Adair, L Tucker, HT Tector, GJ Delany, GH Dockrell, C Campher, MR Adair, F Hand, GI Hume, B White",T20,male,Ireland tour of Bangladesh
1257184,Zimbabwe,Pakistan,2021-04-23,Pakistan,field,Win,NA,Zimbabwe,LM Jongwe,Harare Sports Club,Harare,"TS Kamunhukamwe, BRM Taylor, T Marumani, W Madhevere, RP Burl, RW Chakabva, TK Musakanda, LM Jongwe, WP Masakadza, B Muzarabani, R Ngarava","Mohammad Rizwan, Babar Azam, Fakhar Zaman, Mohammad Hafeez, Danish Aziz, Asif Ali, Faheem Ashraf, Usman Qadir, Haris Rauf, Mohammad Hasnain, Arshad Iqbal",T20,male,Pakistan tour of Zimbabwe
1031435,England,South Africa,2017-06-25,South Africa,field,Win,NA,England,DJ Malan,Sophia Gardens,Cardiff,"JJ Roy, AD Hales, DJ Malan, JC Buttler, SW Billings, LS Livingstone, LE Plunkett, DJ Willey, CJ Jordan, TK Curran, MS Crane","JT Smuts, RR Hendricks, CH Morris, AB de Villiers, DA Miller, F Behardien, M Mosehle, AL Phehlukwayo, M Morkel, D Paterson, Imran Tahir",T20,male,South Africa in England T20I Series
1298169,India,Bangladesh,2022-11-02,Bangladesh,field,Win,NA,India,V Kohli,Adelaide Oval,Adelaide,"KL Rahul, RG Sharma, V Kohli, SA Yadav, HH Pandya, KD Karthik, AR Patel, R Ashwin, B Kumar, Mohammed Shami, Arshdeep Singh","Nazmul Hossain Shanto, Liton Das, Shakib Al Hasan, Afif Hossain, Yasir Ali Chowdhury, Nurul Hasan, Mosaddek Hossain, Taskin Ahmed, Hasan Mahmud, Shoriful Islam, Mustafizur Rahman",T20,male,ICC Men's T20 World Cup
1483786,Pakistan,Bangladesh,2025-05-30,Pakistan,bat,Win,NA,Pakistan,Sahibzada Farhan,"Gaddafi Stadium, Lahore",Lahore,"Sahibzada Farhan, Saim Ayub, Mohammad Haris, Hassan Nawaz, Agha Salman, Shadab Khan, Faheem Ashraf, Khushdil Shah, Hasan Ali, Haris Rauf, Abrar Ahmed","Tanzid Hasan, Parvez Hossain Emon, Liton Das, Towhid Hridoy, Mehedi Hasan Miraz, Jaker Ali, Shamim Hossain, Rishad Hossain, Tanzim Hasan Sakib, Hasan Mahmud, Shoriful Islam",T20,male,Bangladesh tour of Pakistan
287871,Bangladesh,Sri Lanka,2007-09-18,Bangladesh,field,Win,NA,Sri Lanka,CRD Fernando,New Wanderers Stadium,Johannesburg,"Tamim Iqbal, Nazimuddin, Aftab Ahmed, Mohammad Ashraful, Shakib Al Hasan, Nadif Chowdhury, Mahmudullah, Mashrafe Mortaza, Mushfiqur Rahim, Abdur Razzak, Syed Rasel","WU Tharanga, ST Jayasuriya, KC Sangakkara, DPMD Jayawardene, LPC Silva, TM Dilshan, J Mubarak, MF Maharoof, WPUJC Vaas, CRD Fernando, SL Malinga",T20,male,ICC World Twenty20
589307,India,Pakistan,2012-12-28,Pakistan,field,Win,NA,India,Yuvraj Singh,"Sardar Patel Stadium, Motera",Ahmedabad,"G Gambhir, AM Rahane, V Kohli, Yuvraj Singh, MS Dhoni, SK Raina, RG Sharma, B Kumar, R Ashwin, I Sharma, AB Dinda","Nasir Jamshed, Ahmed Shehzad, Umar Akmal, Mohammad Hafeez, Shahid Afridi, Kamran Akmal, Shoaib Malik, Umar Gul, Sohail Tanvir, Saeed Ajmal, Mohammad Irfan",T20,male,Pakistan in India T20I Series
951311,Ireland,Oman,2016-03-09,Ireland,bat,Win,NA,Oman,Amir Ali,Himachal Pradesh Cricket Association Stadium,Dharamsala,"WTS Porterfield, PR Stirling, GC Wilson, NJ O'Brien, KJ O'Brien, AD Poynter, AR McBrine, MC Sorensen, TJ Murtagh, WB Rankin, CA Young","Zeeshan Maqsood, Khawar Ali, Jatinder Singh, Adnan Ilyas, Mehran Khan, Aamir Kaleem, Amir Ali, Sultan Ahmed, AV Lalcheta, M Ansari, Bilal Khan",T20,male,World T20
1172509,Ireland,Netherlands,2019-02-17,Ireland,field,Win,NA,Ireland,A Balbirnie,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,"PR Stirling, KJ O'Brien, A Balbirnie, SR Thompson, SC Getkate, GH Dockrell, Simi Singh, SW Poynter, J Little, WB Rankin, PKD Chase","TP Visee, MP O'Dowd, BN Cooper, W Barresi, RN ten Doeschate, RE van der Merwe, Sikander Zulfiqar, PM Seelaar, T van der Gugten, FJ Klaassen, PA van Meekeren",T20,male,Oman Quadrangular T20I Series
1142916,Zimbabwe,Pakistan,2018-07-04,Pakistan,field,Win,NA,Pakistan,SF Mire,Harare Sports Club,,"C Zhuwao, SF Mire, H Masakadza, TK Musakanda, E Chigumbura, MN Waller, PJ Moor, TS Chisoro, CB Mpofu, WP Masakadza, B Muzarabani","Fakhar Zaman, Haris Sohail, Hussain Talat, Sarfraz Ahmed, Shoaib Malik, Asif Ali, Shadab Khan, Faheem Ashraf, Mohammad Nawaz (3), Hasan Ali, Mohammad Amir",T20,male,Zimbabwe Twenty20 Tri-Series
566926,England,New Zealand,2013-06-25,England,field,Win,NA,New Zealand,HD Rutherford,Kennington Oval,London,"MJ Lumb, AD Hales, LJ Wright, EJG Morgan, RS Bopara, JC Buttler, BA Stokes, CR Woakes, JC Tredwell, JW Dernbach, WB Rankin","HD Rutherford, JEC Franklin, BB McCullum, LRPL Taylor, TWM Latham, C Munro, IG Butler, NL McCullum, CJ Anderson, MJ McClenaghan, RM Hira",T20,male,New Zealand in England T20I Series
1512767,New Zealand,England,2026-02-27,New Zealand,bat,Win,NA,England,WG Jacks,"R Premadasa Stadium, Colombo",Colombo,"TL Seifert, FH Allen, R Ravindra, GD Phillips, MS Chapman, DJ Mitchell, MJ Santner, CE McConchie, MJ Henry, IS Sodhi, LH Ferguson","PD Salt, JC Buttler, HC Brook, JG Bethell, T Banton, SM Curran, WG Jacks, Rehan Ahmed, LA Dawson, JC Archer, AU Rashid",T20,male,ICC Men's T20 World Cup
571148,Australia,Pakistan,2012-09-05,Pakistan,field,Win,NA,Pakistan,Mohammad Hafeez,Dubai International Cricket Stadium,,"SR Watson, DA Warner, MEK Hussey, GJ Bailey, DJ Hussey, CL White, MS Wade, GJ Maxwell, PJ Cummins, XJ Doherty, BW Hilfenhaus","Mohammad Hafeez, Imran Nazir, Nasir Jamshed, Kamran Akmal, Shoaib Malik, Umar Akmal, Abdul Razzaq, Sohail Tanvir, Raza Hasan, Umar Gul, Saeed Ajmal",T20,male,Pakistan v Australia T20I Series
533291,India,Pakistan,2012-09-30,Pakistan,bat,Win,NA,India,V Kohli,R Premadasa Stadium,Colombo,"G Gambhir, V Sehwag, V Kohli, Yuvraj Singh, SK Raina, RG Sharma, MS Dhoni, IK Pathan, R Ashwin, Z Khan, L Balaji","Mohammad Hafeez, Imran Nazir, Shahid Afridi, Nasir Jamshed, Kamran Akmal, Shoaib Malik, Umar Akmal, Yasir Arafat, Umar Gul, Saeed Ajmal, Raza Hasan",T20,male,ICC World Twenty20
1317483,Australia,West Indies,2022-10-07,West Indies,field,Win,NA,Australia,DA Warner,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,"DA Warner, C Green, AJ Finch, SPD Smith, GJ Maxwell, TH David, MS Wade, PJ Cummins, MA Starc, A Zampa, JR Hazlewood","KR Mayers, J Charles, BA King, N Pooran, JO Holder, R Powell, AJ Hosein, OF Smith, AS Joseph, Y Cariah, OC McCoy",T20,male,West Indies tour of Australia
1273273,Scotland,Zimbabwe,2021-09-19,Scotland,bat,Win,NA,Zimbabwe,,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,"HG Munsey, KJ Coetzer, OJ Hairs, RD Berrington, CS MacLeod, MA Leask, MH Cross, SM Sharif, MRJ Watt, CB Sole, AC Evans","RW Chakabva, CR Ervine, SC Williams, W Madhevere, M Shumba, RP Burl, LM Jongwe, WP Masakadza, TL Chatara, B Muzarabani, R Ngarava",T20,male,Zimbabwe tour of Ireland and Scotland
1478865,Zimbabwe,South Africa,2025-07-14,South Africa,field,Win,NA,South Africa,D Brevis,Harare Sports Club,Harare,"W Madhevere, BJ Bennett, C Madande, Sikandar Raza, RP Burl, T Musekiwa, T Munyonga, WP Masakadza, R Ngarava, B Muzarabani, T Gwandu","LG Pretorius, RR Hendricks, HE van der Dussen, RA Herman, D Brevis, C Bosch, GF Linde, A Simelane, N Peter, N Burger, L Ngidi",T20,male,Zimbabwe Twenty20 Tri-Series
1007655,Zimbabwe,India,2016-06-18,India,field,Win,NA,Zimbabwe,E Chigumbura,Harare Sports Club,,"CJ Chibhabha, H Masakadza, R Mutumbami, Sikandar Raza, MN Waller, CT Mutombodzi, E Chigumbura, AG Cremer, N Madziva, T Muzarabani, DT Tiripano","KL Rahul, Mandeep Singh, AT Rayudu, MK Pandey, KM Jadhav, MS Dhoni, AR Patel, R Dhawan, JJ Bumrah, JD Unadkat, YS Chahal",T20,male,India in Zimbabwe T20I Series
1197524,Nepal,Netherlands,2019-10-07,Nepal,field,Win,NA,Nepal,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,"P Khadka, P Sarraf, Aarif Sheikh, DS Airee, B Bhandari, RK Paudel, Karan KC, Sompal Kami, LN Rajbanshi, A Bohara, S Lamichhane","TP Visee, MP O'Dowd, AJ Staal, CN Ackermann, PM Seelaar, RE van der Merwe, SA Edwards, S Snater, FJ Klaassen, PA van Meekeren, BD Glover",T20,male,Oman Pentangular T20I Series
1339617,New Zealand,Pakistan,2023-04-20,Pakistan,field,No Result,NA,,,Rawalpindi Cricket Stadium,Rawalpindi,"TWM Latham, CJ Bowes, WA Young, DJ Mitchell, MS Chapman, R Ravindra, AF Milne, MJ Henry, IS Sodhi, CE McConchie, HB Shipley","Mohammad Rizwan, Babar Azam, Fakhar Zaman, Saim Ayub, Shadab Khan, Imad Wasim, Shaheen Shah Afridi, Iftikhar Ahmed, Faheem Ashraf, Haris Rauf, Zaman Khan",T20,male,New Zealand tour of Pakistan
1424833,Pakistan,New Zealand,2024-04-27,New Zealand,field,Win,NA,Pakistan,Shaheen Shah Afridi,"Gaddafi Stadium, Lahore",Lahore,"Saim Ayub, Babar Azam, Usman Khan, Fakhar Zaman, Iftikhar Ahmed, Shadab Khan, Imad Wasim, Shaheen Shah Afridi, Usama Mir, Mohammad Amir, Abbas Afridi","TL Seifert, TA Blundell, MG Bracewell, MS Chapman, CE McConchie, JDS Neesham, JA Clarkson, ZGF Foulkes, IS Sodhi, BV Sears, W O'Rourke",T20,male,New Zealand tour of Pakistan
1298145,West Indies,Ireland,2022-10-21,West Indies,bat,Win,NA,Ireland,GJ Delany,"Bellerive Oval, Hobart",Hobart,"KR Mayers, J Charles, E Lewis, BA King, N Pooran, R Powell, OF Smith, JO Holder, AJ Hosein, AS Joseph, OC McCoy","PR Stirling, A Balbirnie, L Tucker, HT Tector, C Campher, GH Dockrell, GJ Delany, MR Adair, Simi Singh, BJ McCarthy, J Little",T20,male,ICC Men's T20 World Cup
1415728,Oman,England,2024-06-13,England,field,Win,NA,England,AU Rashid,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,"PS Athavale, KH Prajapati, Aqib Ilyas, Zeeshan Maqsood, Khalid Kail, Ayan Khan, Shoaib Khan, Mehran Khan, Fayyaz Butt, Kaleemullah, Bilal Khan","PD Salt, JC Buttler, WG Jacks, JM Bairstow, HC Brook, MM Ali, LS Livingstone, JC Archer, AU Rashid, MA Wood, RJW Topley",T20,male,ICC Men's T20 World Cup
1273731,Bangladesh,England,2021-10-27,Bangladesh,bat,Win,NA,England,JJ Roy,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,"Liton Das, Mohammad Naim, Shakib Al Hasan, Mushfiqur Rahim, Mahmudullah, Afif Hossain, Nurul Hasan, Mahedi Hasan, Nasum Ahmed, Mustafizur Rahman, Shoriful Islam","JJ Roy, JC Buttler, DJ Malan, JM Bairstow, EJG Morgan, LS Livingstone, MM Ali, CR Woakes, CJ Jordan, AU Rashid, TS Mills",T20,male,ICC Men's T20 World Cup
1502049,Zimbabwe,Sri Lanka,2025-11-20,Sri Lanka,field,Win,NA,Zimbabwe,Sikandar Raza,Rawalpindi Cricket Stadium,Rawalpindi,"BJ Bennett, T Marumani, BRM Taylor, Sikandar Raza, RP Burl, T Munyonga, T Musekiwa, B Evans, TT Maposa, AG Cremer, R Ngarava","P Nissanka, BKG Mendis, MDKJ Perera, PBB Rajapaksa, MD Shanaka, PHKD Mendis, PWH de Silva, PVD Chameera, M Theekshana, E Malinga, N Thushara",T20,male,Pakistan T20I Tri-Series
1485941,Netherlands,Nepal,2025-06-19,Nepal,field,Win,NA,Nepal,M Levitt,"Titwood, Glasgow",Glasgow,"M Levitt, Vikramjit Singh, ZB Lion-Cachet, SA Edwards, NRJ Croes, Saqib Zulfiqar, RE van der Merwe, R Klein, A Dutt, BE Fletcher, DT Doram","K Bhurtel, Aasif Sheikh, B Sharki, RK Paudel, Aarif Sheikh, DS Airee, Lokesh Bam, Rupesh Singh, Karan KC, S Lamichhane, LN Rajbanshi",T20,male,Scotland T20 Tri-Series
1512726,Oman,Zimbabwe,2026-02-09,Zimbabwe,field,Win,NA,Zimbabwe,B Muzarabani,"Sinhalese Sports Club Ground, Colombo",Colombo,"Aamir Kaleem, Jatinder Singh, Hammad Mirza, K Sonavale, Wasim Ali, Sufyan Mehmood, V Shukla, J Ramanandi, Nadeem Khan, Shakeel Ahmed, Shah Faisal","BJ Bennett, T Marumani, D Myers, BRM Taylor, Sikandar Raza, RP Burl, T Musekiwa, B Evans, WP Masakadza, R Ngarava, B Muzarabani",T20,male,ICC Men's T20 World Cup
1322276,India,New Zealand,2022-11-20,New Zealand,field,Win,NA,India,SA Yadav,"Bay Oval, Mount Maunganui",Mount Maunganui,"Ishan Kishan, RR Pant, SA Yadav, SS Iyer, HH Pandya, DJ Hooda, Washington Sundar, B Kumar, Arshdeep Singh, Mohammed Siraj, YS Chahal","FH Allen, DP Conway, KS Williamson, GD Phillips, DJ Mitchell, JDS Neesham, MJ Santner, AF Milne, IS Sodhi, TG Southee, LH Ferguson",T20,male,India tour of New Zealand
